idx,name,type_cnt,label,img,type1,type2,species,height,weight,abilities,eggs,gender,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,total,Nor,Fir,Wat,Ele,Gra,Ice,Fig,Poi,Gro,Fly,Psy,Bug,Roc,Gho,Dra,Dar,Ste,Fai
736,Grubbin,1,Grubbin,https://img.pokemondb.net/artwork/large/grubbin.jpg,Bug,,Larva Pokémon,0.4 m (1′04″),4.4 kg (9.7 lbs),Swarm,['Bug'],"50% male, 50% female",47,62,45,55,45,46,300,1,2,1,1,½,1,½,1,½,2,1,1,2,1,1,1,1,1
737,Charjabug,1,Charjabug,https://img.pokemondb.net/artwork/large/charjabug.jpg,Bug,Electric,Battery Pokémon,0.5 m (1′08″),10.5 kg (23.1 lbs),Battery,['Bug'],"50% male, 50% female",57,82,95,55,75,36,400,1,2,1,½,½,1,½,1,1,1,1,1,2,1,1,1,½,1
738,Vikavolt,1,Vikavolt,https://img.pokemondb.net/artwork/large/vikavolt.jpg,Bug,Electric,Stag Beetle Pokémon,1.5 m (4′11″),45.0 kg (99.2 lbs),Levitate,['Bug'],"50% male, 50% female",77,70,90,145,75,43,500,1,2,1,½,½,1,½,1,0,1,1,1,2,1,1,1,½,1
739,Crabrawler,1,Crabrawler,https://img.pokemondb.net/artwork/large/crabrawler.jpg,Fighting,,Boxing Pokémon,0.6 m (2′00″),7.0 kg (15.4 lbs),Hyper Cutter | Iron Fist | Anger Point,['Water 3'],"50% male, 50% female",47,82,57,42,47,63,338,1,1,1,1,1,1,1,1,1,2,2,½,½,1,1,½,1,2
740,Crabominable,1,Crabominable,https://img.pokemondb.net/artwork/large/crabominable.jpg,Fighting,Ice,Woolly Crab Pokémon,1.7 m (5′07″),180.0 kg (396.8 lbs),Hyper Cutter | Iron Fist | Anger Point,['Water 3'],"50% male, 50% female",97,132,77,62,67,43,478,1,2,1,1,1,½,2,1,1,2,2,½,1,1,1,½,2,2
741,Oricorio,4,Baile Style,https://img.pokemondb.net/artwork/large/oricorio-baile.jpg,Fire,Flying,Dancing Pokémon,0.6 m (2′00″),3.4 kg (7.5 lbs),Dancer,['Flying'],"25% male, 75% female",75,70,70,98,70,93,476,1,½,2,2,¼,1,½,1,0,1,1,¼,4,1,1,1,½,½
741,Oricorio,4,Pom-Pom Style,https://img.pokemondb.net/artwork/large/oricorio-pom-pom.jpg,Electric,Flying,Dancing Pokémon,0.6 m (2′00″),3.4 kg (7.5 lbs),Dancer,['Flying'],"25% male, 75% female",75,70,70,98,70,93,476,1,1,1,1,½,2,½,1,0,½,1,½,2,1,1,1,½,1
741,Oricorio,4,Pa'u Style,https://img.pokemondb.net/artwork/large/oricorio-pau.jpg,Psychic,Flying,Dancing Pokémon,0.6 m (2′00″),3.4 kg (7.5 lbs),Dancer,['Flying'],"25% male, 75% female",75,70,70,98,70,93,476,1,1,1,2,½,2,¼,1,0,1,½,1,2,2,1,2,1,1
741,Oricorio,4,Sensu Style,https://img.pokemondb.net/artwork/large/oricorio-sensu.jpg,Ghost,Flying,Dancing Pokémon,0.6 m (2′00″),3.4 kg (7.5 lbs),Dancer,['Flying'],"25% male, 75% female",75,70,70,98,70,93,476,0,1,1,2,½,2,0,½,0,1,1,¼,2,2,1,2,1,1
742,Cutiefly,1,Cutiefly,https://img.pokemondb.net/artwork/large/cutiefly.jpg,Bug,Fairy,Bee Fly Pokémon,0.1 m (0′04″),0.2 kg (0.4 lbs),Honey Gather | Shield Dust | Sweet Veil,"['Bug', 'Fairy']","50% male, 50% female",40,45,40,55,40,84,304,1,2,1,1,½,1,¼,2,½,2,1,½,2,1,0,½,2,1
743,Ribombee,1,Ribombee,https://img.pokemondb.net/artwork/large/ribombee.jpg,Bug,Fairy,Bee Fly Pokémon,0.2 m (0′08″),0.5 kg (1.1 lbs),Honey Gather | Shield Dust | Sweet Veil,"['Bug', 'Fairy']","50% male, 50% female",60,55,60,95,70,124,464,1,2,1,1,½,1,¼,2,½,2,1,½,2,1,0,½,2,1
744,Rockruff,2,Rockruff,https://img.pokemondb.net/artwork/large/rockruff.jpg,Rock,,Puppy Pokémon,0.5 m (1′08″),9.2 kg (20.3 lbs),Keen Eye | Vital Spirit | Steadfast,['Field'],"50% male, 50% female",45,65,40,30,40,60,280,½,½,2,1,2,1,2,½,2,½,1,1,1,1,1,1,2,1
744,Rockruff,2,Own Tempo Rockruff,/artwork/rockruff,Rock,,Puppy Pokémon,0.5 m (1′08″),9.2 kg (20.3 lbs),Own Tempo,['Field'],"50% male, 50% female",45,65,40,30,40,60,280,½,½,2,1,2,1,2,½,2,½,1,1,1,1,1,1,2,1
745,Lycanroc,3,Midday Form,https://img.pokemondb.net/artwork/large/lycanroc-midday.jpg,Rock,,Wolf Pokémon,0.8 m (2′07″),25.0 kg (55.1 lbs),Keen Eye | Sand Rush | Steadfast,['Field'],"50% male, 50% female",75,115,65,55,65,112,487,½,½,2,1,2,1,2,½,2,½,1,1,1,1,1,1,2,1
745,Lycanroc,3,Midnight Form,https://img.pokemondb.net/artwork/large/lycanroc-midnight.jpg,Rock,,Wolf Pokémon,1.1 m (3′07″),25.0 kg (55.1 lbs),Keen Eye | Vital Spirit | No Guard,['Field'],"50% male, 50% female",85,115,75,55,75,82,487,½,½,2,1,2,1,2,½,2,½,1,1,1,1,1,1,2,1
745,Lycanroc,3,Dusk Form,https://img.pokemondb.net/artwork/large/lycanroc-dusk.jpg,Rock,,Wolf Pokémon,0.8 m (2′07″),25.0 kg (55.1 lbs),Tough Claws,['Field'],"50% male, 50% female",75,117,65,55,65,110,487,½,½,2,1,2,1,2,½,2,½,1,1,1,1,1,1,2,1
746,Wishiwashi,2,Solo Form,https://img.pokemondb.net/artwork/large/wishiwashi-solo.jpg,Water,,Small Fry Pokémon,0.2 m (0′08″),0.3 kg (0.7 lbs),Schooling,['Water 2'],"50% male, 50% female",45,20,20,25,25,40,175,1,½,½,2,2,½,1,1,1,1,1,1,1,1,1,1,½,1
746,Wishiwashi,2,School Form,https://img.pokemondb.net/artwork/large/wishiwashi-school.jpg,Water,,Small Fry Pokémon,8.2 m (26′11″),78.6 kg (173.3 lbs),Schooling,['Water 2'],"50% male, 50% female",45,140,130,140,135,30,620,1,½,½,2,2,½,1,1,1,1,1,1,1,1,1,1,½,1
747,Mareanie,1,Mareanie,https://img.pokemondb.net/artwork/large/mareanie.jpg,Poison,Water,Brutal Star Pokémon,0.4 m (1′04″),8.0 kg (17.6 lbs),Merciless | Limber | Regenerator,['Water 1'],"50% male, 50% female",50,53,62,43,52,45,305,1,½,½,2,1,½,½,½,2,1,2,½,1,1,1,1,½,½
748,Toxapex,1,Toxapex,https://img.pokemondb.net/artwork/large/toxapex.jpg,Poison,Water,Brutal Star Pokémon,0.7 m (2′04″),14.5 kg (32.0 lbs),Merciless | Limber | Regenerator,['Water 1'],"50% male, 50% female",50,63,152,53,142,35,495,1,½,½,2,1,½,½,½,2,1,2,½,1,1,1,1,½,½
749,Mudbray,1,Mudbray,https://img.pokemondb.net/artwork/large/mudbray.jpg,Ground,,Donkey Pokémon,1.0 m (3′03″),110.0 kg (242.5 lbs),Own Tempo | Stamina | Inner Focus,['Field'],"50% male, 50% female",70,100,70,45,55,45,385,1,1,2,0,2,2,1,½,1,1,1,1,½,1,1,1,1,1
750,Mudsdale,1,Mudsdale,https://img.pokemondb.net/artwork/large/mudsdale.jpg,Ground,,Draft Horse Pokémon,2.5 m (8′02″),920.0 kg (2028.3 lbs),Own Tempo | Stamina | Inner Focus,['Field'],"50% male, 50% female",100,125,100,55,85,35,500,1,1,2,0,2,2,1,½,1,1,1,1,½,1,1,1,1,1
751,Dewpider,1,Dewpider,https://img.pokemondb.net/artwork/large/dewpider.jpg,Water,Bug,Water Bubble Pokémon,0.3 m (1′00″),4.0 kg (8.8 lbs),Water Bubble | Water Absorb,"['Bug', 'Water 1']","50% male, 50% female",38,40,52,40,72,27,269,1,½,½,2,1,½,½,1,½,2,1,1,2,1,1,1,½,1
752,Araquanid,1,Araquanid,https://img.pokemondb.net/artwork/large/araquanid.jpg,Water,Bug,Water Bubble Pokémon,1.8 m (5′11″),82.0 kg (180.8 lbs),Water Bubble | Water Absorb,"['Bug', 'Water 1']","50% male, 50% female",68,70,92,50,132,42,454,1,½,½,2,1,½,½,1,½,2,1,1,2,1,1,1,½,1
753,Fomantis,1,Fomantis,https://img.pokemondb.net/artwork/large/fomantis.jpg,Grass,,Sickle Grass Pokémon,0.3 m (1′00″),1.5 kg (3.3 lbs),Leaf Guard | Contrary,['Grass'],"50% male, 50% female",40,55,35,50,35,35,250,1,2,½,½,½,2,1,2,½,2,1,2,1,1,1,1,1,1
754,Lurantis,1,Lurantis,https://img.pokemondb.net/artwork/large/lurantis.jpg,Grass,,Bloom Sickle Pokémon,0.9 m (2′11″),18.5 kg (40.8 lbs),Leaf Guard | Contrary,['Grass'],"50% male, 50% female",70,105,90,80,90,45,480,1,2,½,½,½,2,1,2,½,2,1,2,1,1,1,1,1,1
755,Morelull,1,Morelull,https://img.pokemondb.net/artwork/large/morelull.jpg,Grass,Fairy,Illuminating Pokémon,0.2 m (0′08″),1.5 kg (3.3 lbs),Illuminate | Effect Spore | Rain Dish,['Grass'],"50% male, 50% female",40,35,55,65,75,15,285,1,2,½,½,½,2,½,4,½,2,1,1,1,1,0,½,2,1
756,Shiinotic,1,Shiinotic,https://img.pokemondb.net/artwork/large/shiinotic.jpg,Grass,Fairy,Illuminating Pokémon,1.0 m (3′03″),11.5 kg (25.4 lbs),Illuminate | Effect Spore | Rain Dish,['Grass'],"50% male, 50% female",60,45,80,90,100,30,405,1,2,½,½,½,2,½,4,½,2,1,1,1,1,0,½,2,1
757,Salandit,1,Salandit,https://img.pokemondb.net/artwork/large/salandit.jpg,Poison,Fire,Toxic Lizard Pokémon,0.6 m (2′00″),4.8 kg (10.6 lbs),Corrosion | Oblivious,"['Dragon', 'Monster']","87.5% male, 12.5% female",48,44,40,71,40,77,320,1,½,2,1,¼,½,½,½,4,1,2,¼,2,1,1,1,½,¼
758,Salazzle,1,Salazzle,https://img.pokemondb.net/artwork/large/salazzle.jpg,Poison,Fire,Toxic Lizard Pokémon,1.2 m (3′11″),22.2 kg (48.9 lbs),Corrosion | Oblivious,"['Dragon', 'Monster']","0% male, 100% female",68,64,60,111,60,117,480,1,½,2,1,¼,½,½,½,4,1,2,¼,2,1,1,1,½,¼
759,Stufful,1,Stufful,https://img.pokemondb.net/artwork/large/stufful.jpg,Normal,Fighting,Flailing Pokémon,0.5 m (1′08″),6.8 kg (15.0 lbs),Fluffy | Klutz | Cute Charm,['Field'],"50% male, 50% female",70,75,50,45,50,50,340,1,2,1,1,1,1,2,1,1,2,2,½,½,0,1,½,1,2
760,Bewear,1,Bewear,https://img.pokemondb.net/artwork/large/bewear.jpg,Normal,Fighting,Strong Arm Pokémon,2.1 m (6′11″),135.0 kg (297.6 lbs),Fluffy | Klutz | Unnerve,['Field'],"50% male, 50% female",120,125,80,55,60,60,500,1,2,1,1,1,1,2,1,1,2,2,½,½,0,1,½,1,2
761,Bounsweet,1,Bounsweet,https://img.pokemondb.net/artwork/large/bounsweet.jpg,Grass,,Fruit Pokémon,0.3 m (1′00″),3.2 kg (7.1 lbs),Leaf Guard | Oblivious | Sweet Veil,['Grass'],"0% male, 100% female",42,30,38,30,38,32,210,1,2,½,½,½,2,1,2,½,2,1,2,1,1,1,1,1,1
762,Steenee,1,Steenee,https://img.pokemondb.net/artwork/large/steenee.jpg,Grass,,Fruit Pokémon,0.7 m (2′04″),8.2 kg (18.1 lbs),Leaf Guard | Oblivious | Sweet Veil,['Grass'],"0% male, 100% female",52,40,48,40,48,62,290,1,2,½,½,½,2,1,2,½,2,1,2,1,1,1,1,1,1
763,Tsareena,1,Tsareena,https://img.pokemondb.net/artwork/large/tsareena.jpg,Grass,,Fruit Pokémon,1.2 m (3′11″),21.4 kg (47.2 lbs),Leaf Guard | Queenly Majesty | Sweet Veil,['Grass'],"0% male, 100% female",72,120,98,50,98,72,510,1,2,½,½,½,2,1,2,½,2,1,2,1,1,1,1,1,1
764,Comfey,1,Comfey,https://img.pokemondb.net/artwork/large/comfey.jpg,Fairy,,Posy Picker Pokémon,0.1 m (0′04″),0.3 kg (0.7 lbs),Flower Veil | Triage | Natural Cure,['Grass'],"25% male, 75% female",51,52,90,82,110,100,485,1,1,1,1,1,1,½,2,1,1,1,½,1,1,0,½,2,1
765,Oranguru,1,Oranguru,https://img.pokemondb.net/artwork/large/oranguru.jpg,Normal,Psychic,Sage Pokémon,1.5 m (4′11″),76.0 kg (167.6 lbs),Inner Focus | Telepathy | Symbiosis,['Field'],"50% male, 50% female",90,60,80,90,110,60,490,1,1,1,1,1,1,1,1,1,1,½,2,1,0,1,2,1,1
766,Passimian,1,Passimian,https://img.pokemondb.net/artwork/large/passimian.jpg,Fighting,,Teamwork Pokémon,2.0 m (6′07″),82.8 kg (182.5 lbs),Receiver | Defiant,['Field'],"50% male, 50% female",100,120,90,40,60,80,490,1,1,1,1,1,1,1,1,1,2,2,½,½,1,1,½,1,2
767,Wimpod,1,Wimpod,https://img.pokemondb.net/artwork/large/wimpod.jpg,Bug,Water,Turn Tail Pokémon,0.5 m (1′08″),12.0 kg (26.5 lbs),Wimp Out,"['Bug', 'Water 3']","50% male, 50% female",25,35,40,20,30,80,230,1,1,½,2,1,½,½,1,½,2,1,1,2,1,1,1,½,1
768,Golisopod,1,Golisopod,https://img.pokemondb.net/artwork/large/golisopod.jpg,Bug,Water,Hard Scale Pokémon,2.0 m (6′07″),108.0 kg (238.1 lbs),Emergency Exit,"['Bug', 'Water 3']","50% male, 50% female",75,125,140,60,90,40,530,1,1,½,2,1,½,½,1,½,2,1,1,2,1,1,1,½,1
769,Sandygast,1,Sandygast,https://img.pokemondb.net/artwork/large/sandygast.jpg,Ghost,Ground,Sand Heap Pokémon,0.5 m (1′08″),70.0 kg (154.3 lbs),Water Compaction | Sand Veil,['Amorphous'],"50% male, 50% female",55,55,80,70,45,15,320,0,1,2,0,2,2,0,¼,1,1,1,½,½,2,1,2,1,1
770,Palossand,1,Palossand,https://img.pokemondb.net/artwork/large/palossand.jpg,Ghost,Ground,Sand Castle Pokémon,1.3 m (4′03″),250.0 kg (551.2 lbs),Water Compaction | Sand Veil,['Amorphous'],"50% male, 50% female",85,75,110,100,75,35,480,0,1,2,0,2,2,0,¼,1,1,1,½,½,2,1,2,1,1
771,Pyukumuku,1,Pyukumuku,https://img.pokemondb.net/artwork/large/pyukumuku.jpg,Water,,Sea Cucumber Pokémon,0.3 m (1′00″),1.2 kg (2.6 lbs),Innards Out | Unaware,['Water 1'],"50% male, 50% female",55,60,130,30,130,5,410,1,½,½,2,2,½,1,1,1,1,1,1,1,1,1,1,½,1
772,Type-Null,1,Type: Null,https://img.pokemondb.net/artwork/large/type-null.jpg,Normal,,Synthetic Pokémon,1.9 m (6′03″),120.5 kg (265.7 lbs),Battle Armor,['Undiscovered'],Genderless,95,95,95,95,95,59,534,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
773,Silvally,1,Silvally,https://img.pokemondb.net/artwork/large/silvally.jpg,Normal,,Synthetic Pokémon,2.3 m (7′07″),100.5 kg (221.6 lbs),RKS System,['Undiscovered'],Genderless,95,95,95,95,95,95,570,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
774,Minior,2,Meteor Form,https://img.pokemondb.net/artwork/large/minior-meteor.jpg,Rock,Flying,Meteor Pokémon,0.3 m (1′00″),40.0 kg (88.2 lbs),Shields Down,['Mineral'],Genderless,60,60,100,60,100,60,440,½,½,2,2,1,2,1,½,0,½,1,½,2,1,1,1,2,1
774,Minior,2,Core Form,https://img.pokemondb.net/artwork/large/minior-core.jpg,Rock,Flying,Meteor Pokémon,0.3 m (1′00″),0.3 kg (0.7 lbs),Shields Down,['Mineral'],Genderless,60,100,60,100,60,120,500,½,½,2,2,1,2,1,½,0,½,1,½,2,1,1,1,2,1
775,Komala,1,Komala,https://img.pokemondb.net/artwork/large/komala.jpg,Normal,,Drowsing Pokémon,0.4 m (1′04″),19.9 kg (43.9 lbs),Comatose,['Field'],"50% male, 50% female",65,115,65,75,95,65,480,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
776,Turtonator,1,Turtonator,https://img.pokemondb.net/artwork/large/turtonator.jpg,Fire,Dragon,Blast Turtle Pokémon,2.0 m (6′07″),212.0 kg (467.4 lbs),Shell Armor,"['Dragon', 'Monster']","50% male, 50% female",60,78,135,91,85,36,485,1,¼,1,½,¼,1,1,1,2,1,1,½,2,1,2,1,½,1
777,Togedemaru,1,Togedemaru,https://img.pokemondb.net/artwork/large/togedemaru.jpg,Electric,Steel,Roly-Poly Pokémon,0.3 m (1′00″),3.3 kg (7.3 lbs),Iron Barbs | Lightning Rod | Sturdy,"['Fairy', 'Field']","50% male, 50% female",65,98,63,40,73,96,435,½,2,1,½,½,½,2,0,4,¼,½,½,½,1,½,1,¼,½
778,Mimikyu,1,Mimikyu,https://img.pokemondb.net/artwork/large/mimikyu.jpg,Ghost,Fairy,Disguise Pokémon,0.2 m (0′08″),0.7 kg (1.5 lbs),Disguise,['Amorphous'],"50% male, 50% female",55,90,80,50,105,96,476,0,1,1,1,1,1,0,1,1,1,1,¼,1,2,0,1,2,1
779,Bruxish,1,Bruxish,https://img.pokemondb.net/artwork/large/bruxish.jpg,Water,Psychic,Gnash Teeth Pokémon,0.9 m (2′11″),19.0 kg (41.9 lbs),Dazzling | Strong Jaw | Wonder Skin,['Water 2'],"50% male, 50% female",68,105,70,70,70,92,475,1,½,½,2,2,½,½,1,1,1,½,2,1,2,1,2,½,1
780,Drampa,1,Drampa,https://img.pokemondb.net/artwork/large/drampa.jpg,Normal,Dragon,Placid Pokémon,3.0 m (9′10″),185.0 kg (407.9 lbs),Berserk | Sap Sipper | Cloud Nine,"['Dragon', 'Monster']","50% male, 50% female",78,60,85,135,91,36,485,1,½,½,½,½,2,2,1,1,1,1,1,1,0,2,1,1,2
781,Dhelmise,1,Dhelmise,https://img.pokemondb.net/artwork/large/dhelmise.jpg,Ghost,Grass,Sea Creeper Pokémon,3.9 m (12′10″),210.0 kg (463.0 lbs),Steelworker,['Mineral'],Genderless,70,131,100,86,90,40,517,0,2,½,½,½,2,0,1,½,2,1,1,1,2,1,2,1,1
782,Jangmo-o,1,Jangmo-o,https://img.pokemondb.net/artwork/large/jangmo-o.jpg,Dragon,,Scaly Pokémon,0.6 m (2′00″),29.7 kg (65.5 lbs),Bulletproof | Soundproof | Overcoat,['Dragon'],"50% male, 50% female",45,55,65,45,45,45,300,1,½,½,½,½,2,1,1,1,1,1,1,1,1,2,1,1,2
783,Hakamo-o,1,Hakamo-o,https://img.pokemondb.net/artwork/large/hakamo-o.jpg,Dragon,Fighting,Scaly Pokémon,1.2 m (3′11″),47.0 kg (103.6 lbs),Bulletproof | Soundproof | Overcoat,['Dragon'],"50% male, 50% female",55,75,90,65,70,65,420,1,½,½,½,½,2,1,1,1,2,2,½,½,1,2,½,1,4
784,Kommo-o,1,Kommo-o,https://img.pokemondb.net/artwork/large/kommo-o.jpg,Dragon,Fighting,Scaly Pokémon,1.6 m (5′03″),78.2 kg (172.4 lbs),Bulletproof | Soundproof | Overcoat,['Dragon'],"50% male, 50% female",75,110,125,100,105,85,600,1,½,½,½,½,2,1,1,1,2,2,½,½,1,2,½,1,4
785,Tapu-Koko,1,Tapu Koko,https://img.pokemondb.net/artwork/large/tapu-koko.jpg,Electric,Fairy,Land Spirit Pokémon,1.8 m (5′11″),20.5 kg (45.2 lbs),Electric Surge | Telepathy,['Undiscovered'],Genderless,70,115,85,95,75,130,570,1,1,1,½,1,1,½,2,2,½,1,½,1,1,0,½,1,1
786,Tapu-Lele,1,Tapu Lele,https://img.pokemondb.net/artwork/large/tapu-lele.jpg,Psychic,Fairy,Land Spirit Pokémon,1.2 m (3′11″),18.6 kg (41.0 lbs),Psychic Surge | Telepathy,['Undiscovered'],Genderless,70,85,75,130,115,95,570,1,1,1,1,1,1,¼,2,1,1,½,1,1,2,0,1,2,1
787,Tapu-Bulu,1,Tapu Bulu,https://img.pokemondb.net/artwork/large/tapu-bulu.jpg,Grass,Fairy,Land Spirit Pokémon,1.9 m (6′03″),45.5 kg (100.3 lbs),Grassy Surge | Telepathy,['Undiscovered'],Genderless,70,130,115,85,95,75,570,1,2,½,½,½,2,½,4,½,2,1,1,1,1,0,½,2,1
788,Tapu-Fini,1,Tapu Fini,https://img.pokemondb.net/artwork/large/tapu-fini.jpg,Water,Fairy,Land Spirit Pokémon,1.3 m (4′03″),21.2 kg (46.7 lbs),Misty Surge | Telepathy,['Undiscovered'],Genderless,70,75,115,95,130,85,570,1,½,½,2,2,½,½,2,1,1,1,½,1,1,0,½,1,1
789,Cosmog,1,Cosmog,https://img.pokemondb.net/artwork/large/cosmog.jpg,Psychic,,Nebula Pokémon,0.2 m (0′08″),0.1 kg (0.2 lbs),Unaware,['Undiscovered'],Genderless,43,29,31,29,31,37,200,1,1,1,1,1,1,½,1,1,1,½,2,1,2,1,2,1,1
790,Cosmoem,1,Cosmoem,https://img.pokemondb.net/artwork/large/cosmoem.jpg,Psychic,,Protostar Pokémon,0.1 m (0′04″),999.9 kg (2204.4 lbs),Sturdy,['Undiscovered'],Genderless,43,29,131,29,131,37,400,1,1,1,1,1,1,½,1,1,1,½,2,1,2,1,2,1,1
791,Solgaleo,1,Solgaleo,https://img.pokemondb.net/artwork/large/solgaleo.jpg,Psychic,Steel,Sunne Pokémon,3.4 m (11′02″),230.0 kg (507.1 lbs),Full Metal Body,['Undiscovered'],Genderless,137,137,107,113,89,97,680,½,2,1,1,½,½,1,0,2,½,¼,1,½,2,½,2,½,½
792,Lunala,1,Lunala,https://img.pokemondb.net/artwork/large/lunala.jpg,Psychic,Ghost,Moone Pokémon,4.0 m (13′01″),120.0 kg (264.6 lbs),Shadow Shield,['Undiscovered'],Genderless,137,113,89,137,107,97,680,0,1,1,1,1,1,0,½,1,1,½,1,1,4,1,4,1,1
793,Nihilego,1,Nihilego,https://img.pokemondb.net/artwork/large/nihilego.jpg,Rock,Poison,Parasite Pokémon,1.2 m (3′11″),55.5 kg (122.4 lbs),Beast Boost,['Undiscovered'],Genderless,109,53,47,127,131,103,570,½,½,2,1,1,1,1,¼,4,½,2,½,1,1,1,1,2,½
794,Buzzwole,1,Buzzwole,https://img.pokemondb.net/artwork/large/buzzwole.jpg,Bug,Fighting,Swollen Pokémon,2.4 m (7′10″),333.6 kg (735.5 lbs),Beast Boost,['Undiscovered'],Genderless,107,139,139,53,53,79,570,1,2,1,1,½,1,½,1,½,4,2,½,1,1,1,½,1,2
795,Pheromosa,1,Pheromosa,https://img.pokemondb.net/artwork/large/pheromosa.jpg,Bug,Fighting,Lissome Pokémon,1.8 m (5′11″),25.0 kg (55.1 lbs),Beast Boost,['Undiscovered'],Genderless,71,137,37,137,37,151,570,1,2,1,1,½,1,½,1,½,4,2,½,1,1,1,½,1,2
796,Xurkitree,1,Xurkitree,https://img.pokemondb.net/artwork/large/xurkitree.jpg,Electric,,Glowing Pokémon,3.8 m (12′06″),100.0 kg (220.5 lbs),Beast Boost,['Undiscovered'],Genderless,83,89,71,173,71,83,570,1,1,1,½,1,1,1,1,2,½,1,1,1,1,1,1,½,1
797,Celesteela,1,Celesteela,https://img.pokemondb.net/artwork/large/celesteela.jpg,Steel,Flying,Launch Pokémon,9.2 m (30′02″),999.9 kg (2204.4 lbs),Beast Boost,['Undiscovered'],Genderless,97,101,103,107,101,61,570,½,2,1,2,¼,1,1,0,0,½,½,¼,1,1,½,1,½,½
798,Kartana,1,Kartana,https://img.pokemondb.net/artwork/large/kartana.jpg,Grass,Steel,Drawn Sword Pokémon,0.3 m (1′00″),0.1 kg (0.2 lbs),Beast Boost,['Undiscovered'],Genderless,59,181,131,59,31,109,570,½,4,½,½,¼,1,2,0,1,1,½,1,½,1,½,1,½,½
799,Guzzlord,1,Guzzlord,https://img.pokemondb.net/artwork/large/guzzlord.jpg,Dark,Dragon,Junkivore Pokémon,5.5 m (18′01″),888.0 kg (1957.7 lbs),Beast Boost,['Undiscovered'],Genderless,223,101,53,97,53,43,570,1,½,½,½,½,2,2,1,1,1,0,2,1,½,2,½,1,4
800,Necrozma,4,Necrozma,https://img.pokemondb.net/artwork/large/necrozma.jpg,Psychic,,Prism Pokémon,2.4 m (7′10″),230.0 kg (507.1 lbs),Prism Armor,['Undiscovered'],Genderless,97,107,101,127,89,79,600,1,1,1,1,1,1,½,1,1,1,½,1½,1,1½,1,1½,1,1
800,Necrozma,4,Dusk Mane Necrozma,https://img.pokemondb.net/artwork/large/necrozma-dusk-mane.jpg,Psychic,Steel,Prism Pokémon,3.8 m (12′06″),460.0 kg (1014.1 lbs),Prism Armor,['Undiscovered'],Genderless,97,157,127,113,109,77,680,½,1½,1,1,½,½,1,0,1½,½,¼,1,½,1½,½,1½,½,½
800,Necrozma,4,Dawn Wings Necrozma,https://img.pokemondb.net/artwork/large/necrozma-dawn-wings.jpg,Psychic,Ghost,Prism Pokémon,4.2 m (13′09″),350.0 kg (771.6 lbs),Prism Armor,['Undiscovered'],Genderless,97,113,109,157,127,77,680,0,1,1,1,1,1,0,½,1,1,½,1,1,3,1,3,1,1
800,Necrozma,4,Ultra Necrozma,https://img.pokemondb.net/artwork/large/necrozma-ultra.jpg,Psychic,Dragon,Prism Pokémon,7.5 m (24′07″),230.0 kg (507.1 lbs),Neuroforce,['Undiscovered'],Genderless,97,167,97,167,97,129,754,1,½,½,½,½,2,½,1,1,1,½,2,1,2,2,2,1,2
801,Magearna,1,Magearna,https://img.pokemondb.net/artwork/large/magearna.jpg,Steel,Fairy,Artificial Pokémon,1.0 m (3′03″),80.5 kg (177.5 lbs),Soul-Heart,['Undiscovered'],Genderless,80,95,115,130,115,65,600,½,2,1,1,½,½,1,0,2,½,½,¼,½,1,0,½,1,½
802,Marshadow,1,Marshadow,https://img.pokemondb.net/artwork/large/marshadow.jpg,Fighting,Ghost,Gloomdweller Pokémon,0.7 m (2′04″),22.2 kg (48.9 lbs),Technician,['Undiscovered'],Genderless,90,125,80,90,90,125,600,0,1,1,1,1,1,0,½,1,2,2,¼,½,2,1,1,1,2
803,Poipole,1,Poipole,https://img.pokemondb.net/artwork/large/poipole.jpg,Poison,,Poison Pin Pokémon,0.6 m (2′00″),1.8 kg (4.0 lbs),Beast Boost,['Undiscovered'],Genderless,67,73,67,73,67,73,420,1,1,1,1,½,1,½,½,2,1,2,½,1,1,1,1,1,½
804,Naganadel,1,Naganadel,https://img.pokemondb.net/artwork/large/naganadel.jpg,Poison,Dragon,Poison Pin Pokémon,3.6 m (11′10″),150.0 kg (330.7 lbs),Beast Boost,['Undiscovered'],Genderless,73,73,73,127,73,121,540,1,½,½,½,¼,2,½,½,2,1,2,½,1,1,2,1,1,1
805,Stakataka,1,Stakataka,https://img.pokemondb.net/artwork/large/stakataka.jpg,Rock,Steel,Rampart Pokémon,5.5 m (18′01″),820.0 kg (1807.8 lbs),Beast Boost,['Undiscovered'],Genderless,61,131,211,53,101,13,570,¼,1,2,1,1,½,4,0,4,¼,½,½,½,1,½,1,1,½
806,Blacephalon,1,Blacephalon,https://img.pokemondb.net/artwork/large/blacephalon.jpg,Fire,Ghost,Fireworks Pokémon,1.8 m (5′11″),13.0 kg (28.7 lbs),Beast Boost,['Undiscovered'],Genderless,53,127,53,151,79,107,570,0,½,2,1,½,½,0,½,2,1,1,¼,2,2,1,2,½,½
